CustomerID,Workday_working_call_duration,Workday_after_work_call_duration,Weekend_call_duration,International_call_duration,Total_call_duration,Average_call_duration
K186300,646.80,506.70,68.40,230.76,1221.90,3.02
K186360,709.20,257.40,38.40,251.01,1005.00,1.98
K186440,644.40,357.90,45.00,196.31,1047.30,1.71
K186840,1093.20,418.80,60.60,484.80,1572.60,1.89
K186870,789.00,204.30,53.40,185.16,1046.70,2.11
K187120,1162.80,56.10,37.50,299.97,1256.40,3.78
K187380,1227.00,241.50,87.60,210.41,1556.10,4.76
K187700,1683.00,590.70,39.00,432.48,2312.70,2.93
K187850,1248.00,291.90,144.60,540.28,1684.50,3.67
K187960,1531.20,243.60,21.00,589.96,1795.80,5.76
K188280,683.40,442.20,81.00,240.82,1206.60,3.57
K188350,885.60,403.50,45.00,405.99,1334.10,4.78
K188400,1122.60,254.40,95.00,292.34,1472.00,4.04
K188540,1243.20,183.30,69.00,326.27,1495.50,6.13
K188570,1683.00,127.20,29.40,345.91,1839.60,5.30
K188580,1170.60,105.30,99.00,280.90,1374.90,3.55
K188620,1960.80,117.30,48.00,420.34,2126.10,7.23
K188650,724.80,538.80,63.00,294.77,1326.60,3.63
K188660,1180.20,104.40,121.20,323.92,1405.80,6.01
K188800,912.60,610.80,40.20,443.94,1563.60,3.51
K188860,750.60,190.80,66.00,186.28,1007.40,3.97
K188930,994.20,565.80,9.60,228.75,1569.60,3.15
K188950,1923.00,192.00,39.00,450.96,2154.00,9.57
K189000,931.20,163.20,122.40,254.53,1216.80,6.44
K189090,655.20,386.10,88.80,280.15,1130.10,3.26
K189100,1363.20,260.70,23.40,386.88,1647.30,3.35
K189110,1358.40,217.80,58.20,400.82,1634.40,3.52
K189250,736.80,272.40,92.00,323.69,1101.20,2.70
K189300,1410.60,568.80,41.40,549.54,2020.80,2.35
K189350,1396.20,273.00,16.20,385.15,1685.40,3.68
K189550,1066.20,116.40,112.20,244.32,1294.80,2.97
K189570,1180.20,150.30,64.80,326.98,1395.30,3.81
K189580,1701.00,760.20,46.80,784.55,2508.00,5.10
K189590,1492.20,430.50,56.00,431.63,1978.70,6.20
K189600,852.00,765.60,14.40,454.39,1632.00,3.24
K189630,1083.00,180.00,156.60,274.97,1419.60,5.99
K189700,1307.40,310.20,30.00,509.54,1647.60,5.76
K189960,986.40,480.90,5.40,405.23,1472.70,3.35
K190170,1732.20,591.00,40.80,527.02,2364.00,3.97
K190270,1386.60,217.20,13.00,301.90,1616.80,20.73
K190320,969.60,621.90,43.50,311.15,1635.00,4.48
K190420,896.40,423.30,146.40,351.47,1466.10,6.27
K190470,850.80,171.00,3.00,329.13,1024.80,2.85
K190490,1335.00,421.20,32.00,360.31,1788.20,3.79
K190590,1257.60,231.00,60.00,496.74,1548.60,6.30
K190850,1871.40,215.40,88.80,519.35,2175.60,3.75
K190880,1024.20,53.40,18.50,284.37,1096.10,6.49
K191040,1532.40,495.90,58.80,540.89,2087.10,4.40
K191380,1176.60,412.80,24.00,268.36,1613.40,3.77
K191470,970.80,214.50,32.40,242.46,1217.70,5.66
K191550,776.40,660.00,26.40,368.45,1462.80,2.65
K191640,600.60,360.60,60.60,221.45,1021.80,4.54
K191650,1552.20,407.10,4.20,315.23,1963.50,4.74
K191710,1143.60,508.20,63.00,189.64,1714.80,4.83
K191860,1795.80,260.40,29.40,286.65,2085.60,3.61
K191900,697.80,366.00,22.20,282.94,1086.00,4.68
K191970,1137.60,579.90,16.20,473.70,1733.70,4.54
K192060,2467.80,460.80,54.60,723.76,2983.20,5.65
K192170,858.00,306.90,144.00,315.60,1308.90,4.05
K192180,515.40,417.00,83.40,269.11,1015.80,5.52
K192240,680.40,531.90,29.40,371.08,1241.70,3.72
K192280,700.80,532.50,80.50,283.13,1313.80,5.79
K192340,1485.00,403.50,21.00,238.77,1909.50,10.00
K192380,1381.20,127.80,25.50,473.70,1534.50,4.53
K192530,1083.00,75.00,24.60,240.06,1182.60,7.58
K192540,1611.60,360.60,12.00,369.65,1984.20,3.28
K192550,928.80,465.90,16.50,388.10,1411.20,8.82
K192560,1278.60,357.30,51.50,381.67,1687.40,4.28
K192570,1000.80,153.00,42.60,313.32,1196.40,3.67
K192600,1447.80,471.30,46.00,617.53,1965.10,4.65
K192630,1225.20,417.00,90.00,402.44,1732.20,3.14
K192740,828.00,535.80,65.40,288.46,1429.20,4.01
K192790,1124.40,93.00,50.40,399.26,1267.80,7.97
K192990,1761.00,287.70,48.00,524.73,2096.70,4.02
K193080,1591.20,399.90,40.80,343.40,2031.90,5.14
K193160,1594.20,96.90,51.00,533.63,1742.10,3.27
K193230,1060.80,787.20,25.80,210.09,1873.80,7.68
K193290,799.20,298.80,10.80,277.40,1108.80,9.24
K193350,803.40,339.00,52.50,309.68,1194.90,3.38
K193560,654.60,321.00,93.60,326.17,1069.20,3.54
K193570,768.60,372.90,42.00,250.61,1183.50,5.08
K193710,1474.80,86.40,24.00,224.64,1585.20,8.05
K193770,2188.20,132.90,25.00,734.14,2346.10,6.82
K193800,2331.00,265.50,70.80,837.28,2667.30,4.25
K193910,1731.00,429.60,99.60,304.16,2260.20,4.28
K193920,1313.40,137.40,35.50,226.46,1486.30,4.36
K193970,958.20,424.50,67.20,259.90,1449.90,4.10
K193980,837.00,364.80,43.20,328.89,1245.00,9.80
K194130,1476.60,401.40,7.80,472.43,1885.80,5.47
K194200,625.80,470.10,82.20,191.57,1178.10,5.69
K194290,1165.20,521.10,30.00,349.78,1716.30,4.48
K194370,1337.40,446.40,55.20,292.96,1839.00,6.05
K194460,1873.80,349.80,93.00,492.91,2316.60,6.44
K194570,1656.60,72.90,64.20,317.32,1793.70,3.44
K194590,1476.60,340.20,62.50,604.35,1879.30,4.83
K194860,1726.20,500.70,55.80,667.91,2282.70,10.67
K195070,1322.40,231.30,16.50,372.81,1570.20,8.14
K195240,1747.80,233.10,121.50,554.34,2102.40,4.32
K195250,1373.40,369.90,67.50,217.14,1810.80,3.63
K195280,658.80,396.30,14.00,189.09,1069.10,2.31
K195320,666.60,489.60,17.50,318.30,1173.70,3.35
K195340,604.20,309.90,105.00,229.70,1019.10,3.25
K195360,1543.20,609.00,69.00,401.52,2221.20,4.60
K195400,1315.80,257.70,32.50,344.54,1606.00,5.44
K195630,1111.80,179.40,156.60,259.88,1447.80,4.17
K195790,1996.80,1020.60,45.60,775.11,3063.00,2.48
K195990,1152.60,179.40,32.50,409.24,1364.50,12.08
K196120,1543.80,631.20,34.20,616.28,2209.20,2.34
K196280,808.80,696.90,30.00,311.81,1535.70,2.60
K196400,1714.20,285.00,31.20,342.31,2030.40,8.75
K196430,1032.00,261.60,128.40,315.95,1422.00,3.47
K196460,1552.80,187.80,21.00,458.17,1761.60,3.89
K196490,1144.80,186.30,30.00,383.60,1361.10,2.95
K196650,597.00,476.70,24.00,321.81,1097.70,4.30
K196750,1874.40,147.60,41.00,632.84,2063.00,3.04
K196760,837.60,269.70,24.00,355.20,1131.30,7.16
K196780,1362.00,238.50,158.00,369.54,1758.50,4.57
K196830,1170.60,387.00,39.60,485.12,1597.20,6.10
K197100,1481.40,167.40,133.00,358.10,1781.80,4.02
K197170,1698.00,171.60,36.60,616.95,1906.20,11.48
K197320,887.40,220.50,3.60,250.22,1111.50,5.03
K197370,1363.80,142.80,44.00,298.44,1550.60,8.16
K197390,1399.80,48.60,13.80,435.54,1462.20,4.36
K197440,1114.80,112.50,87.60,239.87,1314.90,3.67
K197470,706.80,251.70,72.60,303.90,1031.10,4.11
K197570,762.00,424.50,30.00,379.38,1216.50,6.08
K197780,1219.20,271.20,51.00,235.57,1541.40,3.44
K197990,736.20,335.70,21.00,284.27,1092.90,5.66
K198130,1152.60,481.50,45.00,378.35,1679.10,6.06
K198200,706.20,643.50,34.00,294.76,1383.70,3.98
K198240,799.80,458.70,91.80,402.91,1350.30,2.57
K198250,2295.00,226.50,22.00,325.40,2543.50,8.29
K198320,953.40,207.30,40.20,186.29,1200.90,3.31
K198430,1203.00,141.90,121.20,211.97,1466.10,4.60
K198440,551.40,395.40,81.00,312.93,1027.80,4.85
K198470,1554.00,315.60,14.40,497.69,1884.00,9.15
K198480,828.60,249.60,107.40,354.89,1185.60,3.09
K198630,1837.20,60.60,33.00,234.08,1930.80,17.24
K198700,1036.20,156.30,83.40,258.50,1275.90,7.51
K198790,1261.80,71.70,43.80,307.31,1377.30,11.87
K198830,1334.40,20.10,74.40,210.79,1428.90,2.89
K198900,1014.60,396.60,61.50,258.37,1472.70,5.15
K198960,920.40,204.90,34.00,257.06,1159.30,7.73
K198980,897.00,452.70,19.00,243.13,1368.70,3.11
K199010,1101.60,136.50,10.20,265.73,1248.30,10.32
K199290,1457.40,294.30,11.40,256.62,1763.10,7.20
K199310,1749.60,126.00,48.00,290.20,1923.60,3.74
K199340,1025.40,303.30,48.60,380.63,1377.30,3.97
K199360,839.40,204.60,33.00,267.59,1077.00,5.82
K199430,915.60,322.80,66.00,419.10,1304.40,5.60
K199450,1644.00,22.80,40.50,414.97,1707.30,12.37
K199550,1551.00,446.40,42.60,229.26,2040.00,4.14
K199640,819.00,155.70,29.00,232.42,1003.70,6.48
K199790,979.20,235.20,17.00,404.81,1231.40,6.73
K199910,2019.60,711.00,25.20,269.32,2755.80,3.45
K199930,879.60,328.50,70.80,301.40,1278.90,8.20
K199960,533.40,463.80,17.40,230.20,1014.60,3.05
K200040,1082.40,250.20,179.40,418.01,1512.00,8.74
K200170,1902.00,439.20,32.40,210.15,2373.60,6.42
K200260,1365.60,234.60,58.20,357.37,1658.40,12.56
K200280,1349.40,264.30,76.00,207.34,1689.70,5.42
K200340,1318.80,584.10,28.50,351.50,1931.40,4.23
K200410,754.20,231.60,36.60,218.12,1022.40,6.12
K200890,1904.40,245.70,141.60,364.27,2291.70,3.61
K200960,998.40,278.40,148.20,445.62,1425.00,3.40
K201140,933.60,233.10,87.00,292.23,1253.70,10.45
K201190,1683.00,447.90,34.00,583.99,2164.90,24.05
K201200,1074.60,365.40,10.00,186.23,1450.00,6.42
K201330,702.60,532.20,57.60,280.64,1292.40,5.25
K201370,888.60,594.90,37.80,306.52,1521.30,11.79
K201420,794.40,265.20,64.80,308.01,1124.40,6.28
K201690,973.80,25.50,10.80,211.67,1010.10,5.32
K202030,1414.80,122.40,15.60,290.34,1552.80,4.08
K202090,907.20,757.20,21.00,265.90,1685.40,4.75
K202540,1747.80,76.80,48.00,537.88,1872.60,3.62
K202570,1039.20,757.20,102.60,213.42,1899.00,4.04
K202670,1066.20,215.10,72.60,204.97,1353.90,2.99
K202860,750.60,277.20,31.20,275.27,1059.00,4.84
K202990,1728.60,177.00,48.00,239.44,1953.60,3.93
K203080,1671.60,569.40,37.20,412.76,2278.20,5.84
K203160,2073.00,100.50,53.40,215.46,2226.90,25.02
K203170,2224.80,480.90,42.60,181.49,2748.30,14.02
K203240,1413.60,264.60,26.00,499.14,1704.20,15.93
K203280,1641.00,495.30,75.00,519.61,2211.30,12.22
K203500,1537.20,335.70,81.00,457.06,1953.90,8.96
K203580,1702.80,268.20,11.40,250.46,1982.40,53.58
K203730,1426.20,226.50,31.00,309.92,1683.70,13.36
K203760,753.60,459.60,24.00,345.19,1237.20,4.55
K203940,1011.00,459.30,64.80,382.69,1535.10,4.75
K204090,1027.80,141.90,64.80,241.69,1234.50,10.29
K204230,111.60,464.70,107.50,200.72,683.80,7.12
K204270,270.60,327.00,123.60,185.12,721.20,3.35
K204290,238.80,439.50,48.50,211.36,726.80,5.81
K204300,216.60,274.80,83.50,185.97,574.90,4.60
K204330,287.40,281.10,78.00,197.48,646.50,2.63
K204410,138.00,506.10,32.40,212.71,676.50,6.21
K204550,177.00,452.10,25.20,192.28,654.30,2.78
K204570,216.00,403.20,120.50,199.98,739.70,2.43
K204580,171.60,472.50,59.00,203.95,703.10,4.26
K204610,186.00,401.10,59.40,196.96,646.50,3.99
K204740,108.60,442.50,40.00,185.25,591.10,3.44
K204760,298.80,386.70,40.20,182.02,725.70,3.82
K204800,193.20,478.50,37.80,210.12,709.50,6.96
K204870,138.60,390.30,60.00,187.19,588.90,3.51
K205070,73.80,559.20,57.50,207.57,690.50,4.80
K205120,180.60,469.20,47.00,194.33,696.80,2.19
K205410,324.60,529.20,65.40,231.15,919.20,2.46
K205490,652.20,638.40,53.50,210.20,1344.10,2.11
K205570,624.60,634.50,51.60,264.39,1310.70,1.79
K205620,410.40,311.10,105.00,267.62,826.50,3.37
K205830,138.00,601.80,73.80,225.95,813.60,2.78
K205930,684.00,895.50,35.40,472.50,1614.90,2.93
K205960,439.20,602.40,34.80,230.11,1076.40,2.59
K206110,552.60,627.00,89.40,342.13,1269.00,4.70
K206130,370.80,674.10,58.00,283.62,1102.90,1.75
K206180,429.60,671.70,42.00,350.90,1143.30,3.30
K206240,306.60,450.30,41.00,254.07,797.90,2.07
K206250,214.80,765.30,5.00,286.44,985.10,2.45
K206370,396.60,762.90,104.40,215.63,1263.90,1.69
K206390,147.00,583.20,27.00,222.95,757.20,5.01
K206450,809.40,758.40,168.60,477.43,1736.40,2.41
K206470,462.60,526.80,3.60,287.82,993.00,3.33
K206550,399.60,372.90,40.80,249.22,813.30,1.95
K206590,376.80,527.70,29.00,210.64,933.50,1.93
K206630,117.00,975.00,76.80,310.75,1168.80,2.43
K206640,573.60,672.30,36.60,231.30,1282.50,1.85
K206690,436.20,423.00,87.50,236.41,946.70,1.69
K206740,616.80,618.00,57.60,272.18,1292.40,1.84
K206770,363.00,658.20,33.60,303.79,1054.80,2.62
K206790,539.40,547.20,92.40,222.87,1179.00,2.35
K206830,412.80,478.50,157.20,299.03,1048.50,1.74
K206870,378.00,552.90,33.60,268.08,964.50,2.08
K206940,156.00,456.00,150.00,205.27,762.00,3.56
K207020,306.00,576.00,18.00,181.64,900.00,2.33
K207710,393.60,594.90,69.50,280.31,1058.00,1.70
K207800,852.60,776.40,114.00,490.16,1743.00,1.66
K208180,603.60,572.40,111.60,342.53,1287.60,3.63
K208200,594.60,739.80,14.40,255.51,1348.80,3.18
K208220,88.20,762.00,43.20,241.50,893.40,3.92
K208250,559.80,521.10,63.00,255.14,1143.90,6.39
K208260,377.40,837.90,142.00,217.14,1357.30,3.45
K208360,434.40,543.00,66.00,317.44,1043.40,3.32
K208660,161.40,691.80,40.00,193.43,893.20,3.72
K208790,91.20,676.80,43.00,233.81,811.00,2.25
K208820,243.60,708.30,52.00,211.89,1003.90,3.13
K209120,235.20,563.40,52.50,207.05,851.10,6.60
K209150,389.40,413.70,14.40,203.47,817.50,3.21
K209310,509.40,637.20,30.60,329.27,1177.20,6.92
K209530,729.00,853.80,87.00,359.39,1669.80,3.16
K209560,405.00,839.40,107.40,369.95,1351.80,3.24
K209620,610.80,636.00,21.60,306.38,1268.40,3.64
K209630,457.20,745.50,126.00,437.94,1328.70,7.51
K209770,307.80,482.70,53.40,258.35,843.90,2.62
K209830,487.20,480.60,43.80,247.27,1011.60,4.29
K209840,464.40,546.60,57.00,251.03,1068.00,3.33
K210150,636.60,606.00,114.00,430.59,1356.60,3.37
K210200,714.00,695.10,50.40,380.33,1459.50,2.55
K210220,717.00,789.60,57.00,432.75,1563.60,2.62
K210250,366.00,524.70,69.00,293.78,959.70,5.75
K210440,248.40,545.40,22.80,184.03,816.60,3.46
K210500,475.20,529.50,31.20,215.38,1035.90,2.94
K210530,235.20,683.40,55.20,215.97,973.80,2.82
K210540,340.20,338.10,99.50,254.65,777.80,5.26
K210590,639.00,732.90,10.00,225.99,1381.90,3.80
K210660,249.60,479.10,153.00,218.56,881.70,3.15
K210740,685.80,625.20,91.80,251.16,1402.80,3.81
K210810,294.60,888.30,33.00,245.64,1215.90,1.98
K210920,277.80,643.20,60.00,202.98,981.00,13.44
K211020,238.80,604.50,13.20,232.11,856.50,6.30
K211060,767.40,744.60,110.40,468.17,1622.40,5.10
K211110,52.88,13.74,26.89,12.80,93.52,1.26
K211130,73.20,33.00,6.00,35.26,112.20,1.97
K211150,57.00,30.00,12.00,25.17,99.00,1.90
K211200,45.19,20.95,1.37,4.98,67.51,1.44
K211430,100.80,42.90,23.00,41.34,166.70,2.11
K211440,75.62,16.53,24.70,18.56,116.86,1.33
K211510,37.18,30.57,5.93,22.42,73.68,1.89
K211530,91.20,48.60,7.80,1.97,147.60,2.95
K211660,69.60,11.10,42.60,16.77,123.30,3.08
K211720,90.00,27.30,39.60,35.56,156.90,2.18
K211770,37.61,18.37,0.66,13.31,56.63,1.01
K212010,70.20,33.60,29.40,4.14,133.20,6.05
K212050,37.29,9.53,13.20,3.62,60.02,1.67
K212130,56.59,26.67,23.13,10.62,106.40,3.94
K212290,86.40,26.70,35.00,14.89,148.10,14.81
K212370,76.80,41.10,30.00,15.70,147.90,3.61
K212420,18.00,40.50,8.40,15.21,66.90,2.91
K212500,41.40,67.80,15.00,20.54,124.20,3.36
K212620,32.58,14.79,17.79,21.07,65.17,0.94
K212710,17.59,33.83,16.60,10.69,68.02,0.80
K212830,59.40,54.60,46.20,35.08,160.20,2.29
K212860,46.80,68.70,33.60,26.56,149.10,3.24
K212880,5.77,19.89,35.04,12.94,60.70,0.63
K212920,43.97,34.80,14.55,12.37,93.32,1.07
K213240,44.00,20.18,41.90,0.13,106.08,1.22
K213700,72.00,94.20,2.40,49.46,168.60,2.37
K213910,32.04,17.01,20.30,11.54,69.34,1.78
K214000,21.70,32.55,46.62,25.67,100.86,1.17
K214050,45.00,108.60,21.00,44.21,174.60,3.97
K214140,34.17,54.44,19.20,25.36,107.81,2.51
K214180,57.60,22.20,44.40,3.80,124.20,4.60
K214380,119.40,109.50,76.80,93.11,305.70,2.41
K214830,193.20,273.30,31.00,23.06,497.50,1.87
K214880,199.80,129.90,76.50,55.55,406.20,2.14
K214890,124.20,308.40,26.40,19.05,459.00,3.48
K215020,73.80,249.00,75.60,10.22,398.40,2.54
K215330,156.00,220.20,88.80,3.00,465.00,2.40
K215480,60.60,213.60,107.50,78.17,381.70,3.98
K215590,146.40,288.90,51.00,31.69,486.30,2.46
K215640,43.80,79.80,115.80,74.32,239.40,2.26
K215660,186.00,197.10,40.20,22.42,423.30,2.68
K215740,94.80,63.60,48.60,19.39,207.00,1.88
K215820,190.20,205.50,100.20,5.42,495.90,2.67
K215860,69.60,325.50,78.60,16.13,473.70,2.92
K216090,94.80,183.90,43.00,88.81,321.70,3.42
K216290,66.00,228.90,79.20,32.84,374.10,3.37
K216330,157.80,274.50,54.60,75.29,486.90,4.02
K216380,131.40,155.40,109.80,64.75,396.60,1.99
K216610,161.40,210.90,124.20,54.33,496.50,3.33
K216680,23.40,215.40,15.60,80.91,254.40,3.69
K216690,132.00,257.10,12.60,76.98,401.70,2.31
K216740,158.40,107.70,66.00,86.69,332.10,2.55
K217020,97.20,154.80,50.40,28.30,302.40,3.29
K217050,57.00,225.30,49.80,32.29,332.10,2.18
K217330,135.00,231.30,67.00,41.74,433.30,3.19
K217400,172.80,210.60,66.50,82.14,449.90,1.79
K217500,217.80,197.40,40.20,8.40,455.40,3.93
K217550,58.20,189.60,62.40,89.39,310.20,3.93
K217780,152.40,294.00,51.00,13.71,497.40,2.86
K217810,55.20,191.40,73.20,70.42,319.80,1.73
K217830,108.60,210.90,55.80,60.81,375.30,2.54
K217870,109.20,143.70,100.80,13.70,353.70,3.65
K217930,213.00,237.00,17.00,78.02,467.00,2.01
K217990,72.60,181.20,64.80,30.79,318.60,4.25
K218020,91.20,264.90,39.00,25.96,395.10,3.04
K218090,151.80,60.30,100.80,15.53,312.90,2.67
K218210,36.00,253.50,29.00,10.42,318.50,1.93
K218260,130.20,301.20,18.60,40.87,450.00,3.52
K218570,91.20,330.90,29.40,65.55,451.50,2.00
K218620,53.40,160.50,70.20,29.92,284.10,4.12
K219000,115.80,77.10,69.00,65.71,261.90,1.95
K219060,41.40,303.00,25.20,15.59,369.60,1.97
K219100,48.60,260.40,30.50,82.59,339.50,4.14
K219110,129.60,167.10,66.60,97.56,363.30,2.00
K219150,87.60,307.20,52.20,34.71,447.00,5.32
K219170,87.00,180.90,54.00,82.88,321.90,3.70
K219180,40.80,205.50,54.60,6.90,300.90,2.81
K219340,59.40,48.90,107.50,42.90,215.80,3.54
K219410,74.40,276.90,47.00,46.29,398.30,3.38
K219480,95.40,230.70,6.60,33.17,332.70,1.97
K219510,63.60,265.80,4.80,28.79,334.20,1.66
K219760,88.80,203.70,37.20,15.33,329.70,2.44
K219820,51.00,70.50,88.20,50.51,209.70,5.11
K219830,100.80,82.80,73.80,42.05,257.40,2.45
K220000,71.40,27.60,97.50,32.54,196.50,2.14
K220090,118.80,117.30,126.60,97.44,362.70,2.13
K220130,91.80,142.20,50.00,48.71,284.00,3.79
K220410,46.20,97.50,124.20,77.33,267.90,1.83
K220420,157.20,310.80,7.80,71.59,475.80,2.02
K220540,18.60,297.60,47.50,38.10,363.70,1.91
K220560,213.00,136.50,148.80,33.14,498.30,2.10
K220840,54.00,80.10,48.60,58.39,182.70,3.51
K221100,82.80,260.70,96.50,90.97,440.00,4.15
K221180,92.40,60.60,42.00,26.31,195.00,2.01
K221190,92.40,60.60,42.00,26.31,195.00,2.01
K221550,160.80,158.10,19.20,3.88,338.10,2.89
K221630,112.80,182.10,66.60,28.82,361.50,2.07
K221810,40.20,214.50,97.80,17.56,352.50,2.89
K221830,61.20,402.90,18.00,95.82,482.10,2.62
K221850,152.40,245.40,6.60,38.55,404.40,1.83
K221960,63.00,273.90,36.00,54.72,372.90,3.42
K222030,142.80,98.70,64.80,14.08,306.30,2.32
K222090,92.40,150.30,18.00,31.75,260.70,1.67
K222140,78.60,378.60,42.00,41.46,499.20,3.47
K222210,90.60,344.40,38.50,66.40,473.50,2.10
K222300,133.20,172.50,10.50,8.18,316.20,2.45
K222330,175.80,195.90,122.40,2.31,494.10,2.51
K222420,90.00,110.40,50.40,45.14,250.80,2.56
K222820,96.60,94.80,27.00,28.35,218.40,2.76
K222880,183.60,184.50,46.00,44.77,414.10,3.26
K222930,74.40,246.90,60.60,58.65,381.90,2.09
K223020,78.00,194.70,32.40,15.05,305.10,1.82
K223150,76.80,272.10,55.20,25.54,404.10,3.96
K223180,99.00,183.60,57.60,21.74,340.20,2.17
K223220,90.60,148.80,49.20,75.88,288.60,3.52
K223410,36.60,263.70,70.20,60.57,370.50,2.33
K223460,198.60,117.60,139.80,7.43,456.00,1.86
K223470,81.60,250.50,16.20,67.69,348.30,3.96
K223480,60.60,212.70,51.00,95.56,324.30,2.48
K223530,44.40,204.00,31.80,18.40,280.20,4.83
K223560,54.00,192.60,48.50,64.95,295.10,3.60
K223590,54.60,323.40,85.80,7.91,463.80,2.76
K223610,39.00,108.90,31.00,46.67,178.90,2.42
K223710,165.00,219.00,13.80,65.19,397.80,3.32
K223720,87.60,286.20,102.00,95.78,475.80,3.26
K223780,148.20,236.10,18.00,62.16,402.30,3.00
K223880,225.00,154.20,71.40,7.01,450.60,4.79
K223910,37.20,345.30,68.40,4.43,450.90,1.93
K224160,83.40,191.40,44.50,13.03,319.30,2.49
K224340,52.20,89.40,46.80,30.36,188.40,3.36
K224370,90.00,21.90,80.40,28.24,192.30,13.74
K224380,52.20,89.40,46.80,30.36,188.40,3.36
K224410,58.20,244.50,81.50,63.88,384.20,3.20
K224550,175.20,214.80,23.50,12.28,413.50,4.65
K224650,109.80,193.50,38.00,69.97,341.30,4.61
K224820,118.20,110.40,27.00,22.26,255.60,2.97
K224860,24.00,230.10,8.40,86.00,262.50,3.92
K224920,66.60,207.90,45.00,41.01,319.50,3.94
K224940,72.60,80.70,72.00,9.64,225.30,7.04
K225000,67.20,195.60,4.50,14.08,267.30,5.24
K225080,197.40,194.40,109.20,61.31,501.00,3.30
K225130,73.20,47.40,97.20,64.38,217.80,6.22
K225230,228.60,232.50,21.00,14.16,482.10,2.65
K225240,119.40,322.80,57.00,95.59,499.20,7.45
K225320,45.60,283.80,28.20,76.19,357.60,5.77
K225410,84.60,156.00,79.80,82.54,320.40,8.43
K225640,84.00,72.00,36.50,21.92,192.50,2.29
K225720,208.20,247.50,9.00,17.73,464.70,2.70
K225750,99.00,189.60,40.80,70.32,329.40,3.33
K225760,72.00,282.90,42.60,32.10,397.50,3.06
K225770,105.60,111.00,18.00,36.49,234.60,7.33
K225880,74.40,194.70,43.00,19.26,312.10,2.54
K225930,121.20,126.60,89.50,67.25,337.30,5.27
K225990,140.40,75.90,69.00,74.53,285.30,6.07
K226070,208.80,111.60,134.40,19.19,454.80,3.39
K226300,93.60,142.50,36.00,72.85,272.10,3.09
K226350,124.20,310.50,60.60,34.74,495.30,3.10
K226360,48.00,216.60,55.20,3.93,319.80,2.46
K226390,85.80,372.30,43.00,50.48,501.10,2.85
K226460,120.60,249.00,128.40,0.80,498.00,4.33
K226490,96.60,21.30,108.50,6.15,226.40,2.66
K226570,147.60,320.10,23.40,94.54,491.10,4.51
K226590,157.80,137.10,61.80,55.72,356.70,2.88
K226620,104.40,225.90,124.00,33.48,454.30,2.37
K226670,187.20,141.90,70.50,95.32,399.60,7.27
K226780,221.40,219.00,19.00,64.54,459.40,3.80
K226940,86.40,316.50,39.60,35.56,442.50,2.85
K226960,121.80,168.00,7.00,95.31,296.80,4.12
K227090,73.80,328.50,53.40,51.75,455.70,2.45
K227100,154.80,177.90,58.00,19.09,390.70,6.30
K227340,51.00,181.50,30.00,66.90,262.50,8.75
K227440,48.00,41.70,95.40,9.04,185.10,2.80
K227670,122.40,357.60,6.60,28.76,486.60,2.17
K227680,87.60,127.50,90.60,16.35,305.70,4.13
K227720,39.00,337.20,27.50,24.60,403.70,2.06
K227780,192.00,200.40,73.20,52.89,465.60,3.10
K227810,107.40,222.90,61.80,81.67,392.10,8.34
K227820,102.00,123.00,58.20,16.07,283.20,5.66
K227880,48.60,188.10,94.20,33.66,330.90,4.19
K227900,214.20,230.70,26.40,40.84,471.30,6.93
K228200,158.40,237.00,31.00,84.16,426.40,3.74
K228600,109.80,54.60,164.00,1.26,328.40,5.30
K228780,88.80,249.60,24.50,47.39,362.90,5.26
K228920,72.00,301.50,92.00,63.87,465.50,2.16
K229110,75.60,156.30,11.00,17.09,242.90,4.26
K229240,108.60,48.90,106.80,33.73,264.30,2.34
K229270,61.20,42.00,79.20,0.37,182.40,2.37
K229460,93.00,186.30,39.60,64.87,318.90,2.33
K229470,73.20,172.50,46.80,18.02,292.50,8.12
K229490,156.60,178.20,79.80,29.30,414.60,3.46
K229570,51.00,126.90,55.20,22.23,233.10,4.86
K229590,48.60,278.40,32.40,35.50,359.40,4.38
K229680,70.80,308.70,55.20,90.69,434.70,3.04
K229850,93.00,178.50,69.00,50.67,340.50,2.96
K229890,69.00,59.40,55.50,1.35,183.90,2.83
K229900,187.80,171.90,36.00,68.91,395.70,2.54
K229960,174.60,196.80,13.00,32.77,384.40,2.34
K230180,66.00,292.80,35.40,46.59,394.20,3.94
K230310,133.20,133.20,54.00,11.19,320.40,2.34
K230360,43.80,202.80,6.60,30.00,253.20,3.33
K230410,141.60,164.70,55.00,94.12,361.30,2.42
K230440,90.60,101.40,31.00,41.63,223.00,3.66
K230630,202.80,207.60,77.40,27.60,487.80,4.07
K230730,99.60,108.60,16.80,31.99,225.00,8.04
K230850,102.60,40.50,80.50,4.76,223.60,9.32
K230990,175.80,144.30,48.00,97.72,368.10,2.94
K231000,106.20,281.10,21.60,89.14,408.90,5.18
K231020,98.40,155.70,10.20,29.36,264.30,2.90
K231080,78.60,294.90,39.00,22.41,412.50,1.93
K231130,76.20,280.50,47.00,32.41,403.70,2.54
K231160,62.40,104.10,13.80,0.54,180.30,13.87
K231250,96.00,127.50,2.50,28.24,226.00,6.11
K231290,71.40,236.40,59.00,67.02,366.80,6.32
K231400,129.00,249.00,10.80,59.14,388.80,2.52
K231470,63.00,60.90,59.40,4.17,183.30,1.87
